match_id,point_diff,distance_run,win_streak,unf_err,serve,ace,elapsed_time,last_round_rally_cnt,net_pt_won,double_fault,break_pt_missed,distance_lag1,distance_lag2,rally_cnt_lag1,rally_cnt_lag2,label
0,-1,31.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,15.672,1,0,1,0,26,8,0,0,0,31.625,0,0,0,1
0,-1,12.642,0,1,1,0,19,3,0,1,0,15.672,31.625,8,0,0
0,-2,15.37,0,1,1,0,29,0,0,0,0,12.642,15.672,3,8,0
0,-1,12.016,1,0,1,1,30,2,0,0,0,15.37,12.642,0,3,1
0,0,23.244,2,0,1,0,15,1,1,0,0,12.016,15.37,2,0,1
0,1,12.732,3,0,1,0,26,5,0,0,0,23.244,12.016,1,2,1
0,0,23.734,0,1,1,0,31,1,0,1,0,12.732,23.244,5,1,0
0,-1,16.816,0,1,1,0,47,0,0,0,0,23.734,12.732,1,5,0
0,0,27.039,0,0,1,0,18,2,0,0,0,16.816,23.734,0,1,0
0,1,22.866,1,0,0,0,77,4,1,0,0,27.039,16.816,2,0,1
0,0,20.03,0,0,0,0,26,6,0,0,0,22.866,27.039,4,2,0
0,-1,13.88,0,0,0,0,43,7,0,0,0,20.03,22.866,6,4,0
0,-2,24.354,0,0,0,0,19,1,0,0,0,13.88,20.03,7,6,0
0,0,13.303,0,1,0,0,22,3,0,0,0,24.354,13.88,1,7,0
0,1,20.219,1,0,1,0,42,1,0,0,0,13.303,24.354,3,1,1
0,2,28.138,2,0,1,0,24,3,1,0,0,20.219,13.303,1,3,1
0,3,12.425,3,0,1,1,31,5,0,0,0,28.138,20.219,3,1,1
0,2,15.109,0,1,1,0,17,1,0,0,0,12.425,28.138,5,3,0
0,1,22.917,0,0,1,0,20,2,0,0,0,15.109,12.425,1,5,0
0,0,23.036,0,0,1,0,27,4,0,0,0,22.917,15.109,2,1,1
0,-1,27.027,0,0,0,0,99,3,0,0,0,23.036,22.917,4,2,0
0,0,25.843,1,0,0,0,30,5,0,0,0,27.027,23.036,3,4,1
0,-1,29.169,0,1,0,0,40,4,0,0,0,25.843,27.027,5,3,0
0,-2,15.308,0,1,0,0,32,7,0,0,0,29.169,25.843,4,5,0
0,0,30.625,0,0,0,0,36,1,0,0,0,15.308,29.169,7,4,0
0,1,22.867,1,0,1,0,49,5,0,0,0,30.625,15.308,1,7,1
0,2,11.58,2,0,1,1,18,1,0,0,0,22.867,30.625,5,1,1
0,3,16.488,3,0,1,0,28,1,0,0,0,11.58,22.867,1,5,1
0,0,23.548,0,0,1,0,15,1,0,0,0,16.488,11.58,1,1,1
0,1,28.754,1,0,0,0,120,3,0,0,0,23.548,16.488,1,1,1
0,0,21.157,0,0,0,0,43,6,0,0,0,28.754,23.548,3,1,0
0,1,24.393,1,0,0,0,30,3,0,0,0,21.157,28.754,6,3,1
0,0,30.631,0,0,0,0,43,4,0,0,0,24.393,21.157,3,6,0
0,-1,34.587,0,0,0,0,32,7,0,0,0,30.631,24.393,4,3,0
0,0,14.221,0,0,0,0,29,5,0,0,0,34.587,30.631,7,4,0
